,SMILES,measurement_type,measurement_value,Kinase_name
887,CC(C)C(C)n1cc(-c2cc(N3CCOCC3)n(C)n2)c2[nH]nc(N)c2c1=O,pIC50,9.26,TYK2
9349,O=S1(=O)Nc2cccc(c2)CNc2nc(ncc2Cl)Nc2cccc1c2,pIC50,6.08,TYK2
681,CC(C)(C)OC(=O)N1CCN(c2ccc(Nc3nc4cccc(-c5ccccc5)n4n3)cc2)CC1,pIC50,7.0,JAK1
3174,CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)C(C#N)C1,pIC50,8.52,JAK1
7849,N#CC1CCOCC1n1cc(C(N)=O)c(Nc2ccc(Cl)c(Cl)c2)n1,pIC50,9.4,JAK1
8243,Fc1ccc(CCNCC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,pIC50,8.72,JAK1
5968,Cc1cc(Nc2nc(NC(C)c3ccc(F)cn3)c(C#N)cc2Cl)n[nH]1,pIC50,7.68,JAK3
5366,CS(=O)(=O)N1CCCC(Nc2nc(N3CC(C#N)C3)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.9,JAK3
5076,COc1ccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCOCC5)ccc4c3c2)cc1F,pIC50,6.51,JAK3
6787,N#CCCN1CCCC12CCN(c1ncnc3[nH]ccc13)C2,pIC50,7.25,JAK1
10608,O=C(Nc1cn(CC(=O)N2CCC3(CCNC3)CC2)nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12,pKi,9.14,JAK2
6274,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4[nH]ncc34)cc2)c1,pKi,6.0,TYK2
9446,O=C(O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1,pKi,7.5,JAK2
2825,CCS(=O)(=O)N1CCCC(Nc2nc(C)ccc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.29,JAK3
1237,CC(Nc1nc(Nc2cc(C3CC3)n[nH]2)c(F)cc1C#N)c1ccc(F)cc1,pIC50,6.74,JAK1
4520,CN1CCN(c2ncc(-c3cnc4[nH]ccc4n3)c(NC3CCCN(S(C)(=O)=O)C3)n2)CC1,pKi,10.98,JAK1
493,CN(CC1C2CN(C(=O)OC(C)(C)C)CC21)c1ncnc2[nH]ccc12,pIC50,7.05,JAK3
7869,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cccnc2F)CC1,pIC50,10.22,JAK1
2234,CCCC(Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(F)cc1,pIC50,8.0,JAK3
411,CC(C)(C)COC(=O)N1CCC(C#N)C(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C1,pIC50,8.22,JAK1
9999,O=C(NCS(=O)(=O)c1ccccc1)C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.96,JAK2
447,CC(C)(C)NS(=O)(=O)c1ccc(-c2cc3c(N)ncc(C(=O)NCCCN4CCOCC4)c3s2)cc1,pIC50,8.3,JAK2
5922,Cc1cc(Nc2nccc(Nc3cccc(S(N)(=O)=O)c3)n2)ccc1N1CCN(C)CC1,pIC50,6.9,JAK2
205,CC(=O)Nc1ccc(CN2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)CC2)cc1,pIC50,8.15,JAK1
4283,CN1CCN(c2ccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cc(F)cn4n3)cc2)CC1,pIC50,6.03,JAK1
9186,O=c1[nH]c2cnc(-n3cnc4ccc(Cl)cc43)nc2n1C1CCOCC1,pIC50,7.85,JAK1
3439,CN(CCC#N)C1CCN(c2nc(-c3cc(Cl)ccc3OC(F)F)c(NC(=O)c3cnn4cccnc34)s2)CC1,pKi,8.59,JAK1
6653,[C-]#[N+]C1CC(N2CCC2)CCC1n1cc(Nc2ccc(OC(F)F)nc2)c(C(N)=O)c1,pIC50,8.4,JAK1
7290,c1cc2c(ncn3nnc(C4CCC(CNC5CCC5)CC4)c23)[nH]1,pIC50,6.05,JAK3
676,CC(C)(C)OC(=O)N1CCCCCC12CCCN(c1ncnc3[nH]ccc13)C2,pIC50,6.12,JAK3
16,C=CC(=O)Nc1ccc(CNc2nc(Nc3ccc(N4CCOCC4)cc3)ncc2Cl)cc1,pIC50,9.06,JAK3
9243,O=C(c1cnc2[nH]c(-c3n[nH]c4cc(-c5cc(F)c(O)cc5CC(F)(F)F)ccc34)nc2c1)c1cnc(N2CCCCC2)cn1,pIC50,8.96,JAK1
2559,C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)cn(C)c1=O,pIC50,8.96,JAK1
8503,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(C(=O)OCC2CCC2)CC1,pIC50,6.92,JAK2
6571,Cn1cc(Nc2ncc(Cl)c(NC3CCC4(CC3)CCN(C(=O)CC#N)C4)n2)cn1,pIC50,7.41,JAK3
7475,c1cc2c(ncn3nnc(C4CCC4)c23)[nH]1,pIC50,7.28,JAK1
8583,N#CC1CC(C(=O)NC2CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,pIC50,7.64,JAK2
5365,CS(=O)(=O)N1CCCC(Nc2nc(N3CC(C#N)C3)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,11.2,JAK1
6760,N#CCC(=O)N1CCC(Nc2c(C(N)=O)cnc3[nH]ccc23)CC1,pIC50,7.34,JAK3
8007,N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(Nc2cccc(F)c2)CC1,pIC50,10.3,JAK1
1041,CC(C)NC(=O)c1c[nH]c2ncc(C3CC3)nc12,pIC50,7.35,JAK1
6785,N#CCCNC(=O)N1CCCC12CCN(c1ncnc3[nH]ccc13)C2,pIC50,6.62,JAK1
4014,CN1CC2CC1CN2C(=O)Cn1cc(NC(=O)c2c(N)nn3cccnc23)c(-c2cc(Cl)ccc2OC(F)F)n1,pKi,9.82,JAK2
4229,C=CC(=O)Nc1cccc(CNc2nc(Nc3cc(Cl)c(N4CCN(C)CC4)c(Cl)c3)ncc2Cl)c1,pIC50,7.7,JAK3
10145,N#Cc1ccc(NCC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)c2ccccc12,pIC50,7.39,JAK1
1079,CC(C)Oc1cc(Nc2nc(NC(C)c3ccc(F)cn3)ncc2Cl)[nH]n1,pKi,7.0,JAK2
4848,COCCCOC(=O)N1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C(C#N)C1,pIC50,6.56,JAK2
603,CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1,pIC50,7.57,JAK2
7064,FC(F)C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.37,TYK2
7144,O=C(CC(F)(F)F)N(CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1)CC(F)(F)F,pIC50,6.77,JAK3
6417,COc1ccc(Cl)cc1-c1nc(C)sc1NC(=O)c1cnn2cccnc12,pKi,9.4,JAK2
3075,COc1cnc(-c2cccn3nc(Nc4ccc(C5CCN(CC(=O)N(C)C)CC5)cc4)nc23)cn1,pIC50,6.35,JAK3
4180,CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4ccccc4F)c23)CC1,pIC50,6.12,TYK2
8701,N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)NCCN3CCCC3)cc2)n1,pIC50,8.7,JAK2
2260,CCCCS(=O)(=O)CC1CC(N(C)c2ncnc3[nH]ccc23)C1,pIC50,6.26,TYK2
5782,Cc1ncsc1C=Cc1ccc2c(c1)c1c3c(c4c5ccccc5n5c4c1n2CC(CO)C5)CNC3=O,pIC50,6.23,JAK3
859,CC(C)(O)c1nc2cnc3[nH]ccc3c2n1C1CCCCC1,pKi,7.89,JAK1
1030,CC(C)N1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.91,JAK2
4668,CNC1CC(n2cc(NC(=O)c3c(N)nn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)C1,pKi,9.74,JAK2
3301,CN(C)S(=O)(=O)c1ccc(Nc2nn(C(CC#N)C3CC3)cc2C(N)=O)cc1,pIC50,9.0,JAK1
3573,CN(c1ncnc2[nH]ccc12)C1CC(CS(=O)(=O)N2CCC(C#N)C2)C1,pIC50,6.35,TYK2
5973,Cc1cc(Nc2nc(NC(C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,pIC50,7.96,JAK2
8423,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)F)cc3)n2)CCC(N)CC1,pIC50,7.48,JAK2
1728,CC1C(Nc2c(C(N)=O)cnn3cc(-c4cnc(N)nc4)cc23)CC2CN(C(=O)C(C)(C)O)CC21,pIC50,9.0,JAK3
5943,Cc1cc(-c2cn3ncc(C(N)=O)c(NC4CN(C(=O)C5(C#N)CC5)CC4CF)c3n2)ccn1,pIC50,8.29,JAK3
9019,N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)nc2)n1,pIC50,8.7,JAK1
1628,CC1(O)CN(C2CCC(n3cc(C(N)=O)c(Nc4ccc(C(F)(F)F)cc4)n3)C(C#N)C2)C1,pIC50,8.52,JAK2
5948,Cc1cc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)cnc1C#N,pIC50,7.74,JAK2
9386,O=C(CCCCCCC(=O)N1CC=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1)NO,pIC50,6.16,JAK2
10507,O=C(Nc1cn(CC(=O)N2CC3CN(CC4(O)CCCCC4)CC3C2)nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12,pKi,9.24,JAK1
1288,CC(Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)N1CCN(C)CC1)n2C)c1ccccc1,pIC50,7.66,JAK3
2470,CCN1CN(C2CCC(CNS(=O)(=O)CC(F)(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,6.77,TYK2
6642,Cn1ccc(-c2cn(-c3ccccc3Cl)c(=O)c3c(N)n[nH]c23)n1,pIC50,8.0,TYK2
6622,Cn1cc(-c2cn3ncc(C(N)=O)c(NC4CN(C(=O)C5(C#N)CC5)CC4CF)c3n2)cn1,pIC50,8.35,JAK3
9765,c1ccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)cc1,pKi,6.55,JAK2
35,C=CC(=O)Nc1cccc(CNc2nc(Nc3cnn(C4CCOCC4)c3)ncc2Cl)c1,pIC50,9.15,JAK1
7063,FC(F)C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,8.52,JAK1
3556,CN(c1ncnc2[nH]cc(F)c12)C1CC2CN(C(=O)CO)CC2C1,pIC50,6.71,JAK2
3501,COc1ccc(CCN(C)C2CCN(C(=O)Cn3cc(NC(=O)c4cnn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC2)cc1,pKi,9.1,JAK1
3666,CN(c1ncnc2[nH]ccc12)C1CC2CN(C(=O)OO)CC2C1,pIC50,8.3,JAK1
6226,Cc1cc(NC(=O)c2cnn3cccnc23)n(-c2cc(C#N)ccc2C)n1,pKi,6.99,JAK3
7515,FC(F)(F)CN1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,6.8,TYK2
3509,CN(CCc1ccccn1)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.14,JAK1
578,CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(C#N)nc3)n2)CC1,pIC50,9.3,JAK1
111,CC(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.4,JAK2
5031,COc1ccc(CNCC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,pIC50,7.92,JAK1
5706,COc1cc2nccc(Oc3ccc(NC(=O)c4c(C)n(C)n(-c5ccccc5)c4=O)cc3F)c2cc1OC,pIC50,6.0,JAK2
6710,N#CC1CCOCC1n1cc(C(N)=O)c(Nc2cncc(F)c2)n1,pIC50,8.15,JAK2
6327,Cc1cccc(Nc2nn(C3(CC#N)CCN(C(=O)OC(C)(C)C)CC3)cc2C(N)=O)n1,pIC50,7.89,JAK1
3781,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(S(=O)(=O)Cc3ccccc3)C2)CC1,pIC50,7.76,JAK2
3922,CN(c1ncnc2[nH]ccc12)C1CCCC1,pIC50,6.41,JAK1
755,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(C(C)(C)O)CC2)CC1,pIC50,7.87,JAK3
10394,Nc1nn2cccnc2c1C(=O)Nc1cn(CC(=O)N2CC3CN(CC4CCC(F)(F)CC4)CC3C2)nc1-c1cc(Cl)ccc1OC(F)F,pKi,9.22,JAK1
2192,CCNC(=O)c1ccc(-c2cc3c(NC4CN(C(=O)C(C)(C)C#N)CC4CC)c(C(N)=O)cnn3c2)cn1,pIC50,8.37,JAK1
2372,CCN(CC)CCC(=O)Nc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)COCC=CCOC2,pIC50,6.41,JAK1
4838,COCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.51,JAK2
2534,CCOC(=O)COC(=O)N1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C(C#N)C1,pIC50,7.14,JAK2
8343,Fc1ccc(CNC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,pIC50,6.92,TYK2
414,CC(C)(C)CS(=O)(=O)N1CCCC(NC(=O)Nc2cnc3[nH]ccc3n2)C1,pIC50,7.8,JAK2
6902,N#CCN1CN(C2CCC(CNCC(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,7.27,TYK2
8410,N#CCC(C1CC1)n1cc(C(N)=O)c(Nc2ccc(N3CCOCC3)cc2)n1,pIC50,7.89,JAK1
6220,Cc1cc(NC(=O)c2cnn3ccc(N)nc23)n(-c2cc(Cl)ccc2C)n1,pKi,8.13,JAK1
6753,O=c1[nH]ccc2c(NCCC3CCCCC3)ncnc12,pKi,6.82,JAK1
4966,COc1cc(-c2cnc3cccc(-c4ccc(CN5CCOCC5)c(F)c4)c3n2)cc(OC)c1OC,pIC50,6.6,JAK1
4475,CN1CCN(c2cccc(Nc3nc4c(OCc5ccccc5C#N)cccn4n3)c2)CC1,pIC50,7.57,JAK2
9667,Nc1nn2cccnc2c1C(=O)Nc1cn(C2CCN(CCCN3CCN(Cc4ccccc4)C3=O)CC2)nc1-c1cc(Cl)ccc1OC(F)F,pKi,9.04,JAK1
4504,CN1CCN(c2cccc(Nc3nc4c(-c5cnn(-c6ccc(F)cc6)c5)cccn4n3)c2)CC1,pIC50,6.82,JAK1
727,CN(Cc1ccc(C(C)(C)C)cc1)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.52,JAK1
1673,CC1(CN2CCN(C(=O)Cn3cc(NC(=O)c4cnn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC2)COC1,pKi,9.25,JAK1
3900,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCCC3(CNC(=O)C3)C2)CC1,pIC50,7.84,JAK3
7289,c1cc2c(ncn3nnc(C4CCC(CNC5CCC5)CC4)c23)[nH]1,pIC50,6.64,TYK2
2744,CCOC(=O)c1c[nH]c2ncnc(-c3cccc(OCc4ccccc4)c3)c12,pIC50,7.21,JAK2
2731,C=CS(=O)(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,pIC50,10.43,JAK1
7806,N#Cc1ccc(NCC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1C#N,pIC50,6.04,TYK2
9147,N#Cc1ccc2ncn(-c3ncc4[nH]c(=O)n(C5CCOCC5)c4n3)c2c1,pIC50,6.33,JAK2
3202,CN(C)C1CCN(C(=O)Cn2cc(NC(=O)c3c(N)nn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.44,JAK2
2513,CCOC(=O)CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.77,JAK1
3587,CN(c1ncnc2[nH]ccc12)C1CC(NS(=O)(=O)C2CC(F)(F)C2)C1,pIC50,8.3,JAK1
2603,C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1F,pIC50,10.15,JAK3
8408,N#CCC(C1CC1)n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,pIC50,8.05,JAK1
4242,CN1CCN(c2cc(Oc3ccccc3Cl)nc(-n3cnc4ccncc43)n2)CC1,pIC50,7.57,JAK1
4616,CN1C(=O)Cc2cc(Nc3nc4c(NCc5cccnc5N(C)S(C)(=O)=O)cccn4n3)ccc21,pIC50,6.54,JAK3
4565,CN1CN(C2CCC(CNC3(C(F)(F)F)CC3)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,7.66,JAK3
3495,CN(CCc1ccc(C(F)(F)F)cc1)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.94,JAK1
8623,N#CC1CC(NC2(C(F)(F)F)CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,pIC50,7.44,JAK2
6965,FC(F)(F)c1nc2cnc3[nH]ccc3c2n1C1CCCCC1,pIC50,7.4,JAK1
1780,CC1CC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CN(S(=O)(=O)CC#N)C1,pIC50,11.28,JAK3
10231,O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2c(Cl)cccc21,pIC50,6.77,JAK3
6886,O=C1c2cnc3[nH]ccc3c2N(C2CCC(CNCC(F)(F)F)CC2)CN1CC1CC1,pIC50,6.54,TYK2
5399,CS(=O)(=O)N1CCCC(Nc2nc(NCCN)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,10.6,JAK1
695,CC(C)(C)OC(=O)NC1CCC(n2nnc3cnc4[nH]ccc4c32)C1,pKi,8.0,JAK2
6671,[C]N1[C][C]C(=[C-][C]n2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3O[C+](F)F)n2)[C][C]1,pKi,8.52,JAK1
2818,CCS(=O)(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pKi,10.01,JAK1
10329,N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(Cc2ccon2)CC1,pIC50,7.33,JAK2
5098,COc1ccc(Cl)cc1-c1nn(CC(O)(C(F)(F)F)C(F)(F)F)cc1NC(=O)c1cnn2cccnc12,pKi,8.24,JAK2
4728,CNc1cncc(-c2c[nH]c(=O)c(NC(=O)c3ccc(N4CCCC4CN4CCCC4)cc3)c2)n1,pKi,6.46,JAK3
10428,Nc1nn2cccnc2c1-c1cc(N2CCCCC2)ncn1,pIC50,6.34,JAK3
9838,N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)OCc2cccc(F)c2)CC1,pIC50,8.4,JAK1
10224,O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2ccc(F)cc21,pIC50,7.55,JAK1
9255,N#CC1(C(=O)N2CC(CF)C(Nc3c(C(N)=O)cnn4cc(-c5ccc6c(c5)NC(=O)C6)nc34)C2)CC1,pIC50,9.4,JAK1
1044,COc1cc(OC)cc(Oc2cnc3[nH]cc(C(=O)NC(C)C)c3n2)c1,pIC50,6.4,JAK1
1564,CC1(F)CCCC1Nc1c(C(N)=O)cnn2cccc12,pIC50,9.0,JAK3
8992,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(-c4cn[nH]c4)nc3)n2)CCN(C(=O)OCC(F)(F)F)CC1,pIC50,9.22,JAK2
10570,O=C(Nc1cn(CC(=O)N2CCC(N3CCCOCC3)CC2)nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12,pKi,8.83,JAK2
10193,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(Cc2cc3ccccc3[nH]2)CC1,pIC50,7.19,JAK2
7722,N#Cc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1C(F)(F)F,pIC50,6.1,TYK2
9841,N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)OCc2ccccn2)CC1,pIC50,6.81,JAK2
7642,O=C(Nc1ccnc(O)c1)c1c(Cl)cccc1Cl,pKi,7.22,JAK2
8441,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCC(NC2CCCCC2)CC1,pIC50,7.32,JAK2
5562,CS(=O)(=O)c1ccc(-c2cccc3nc(Nc4cccc(S(C)(=O)=O)c4)nn23)cc1,pIC50,6.14,JAK3
3276,CN(C)CCOC(=O)N1CCC(C#N)C(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C1,pIC50,6.45,JAK2
5914,Cc1cc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)ccc1F,pIC50,7.92,JAK1
7894,FC1(F)Oc2cccc(CN3CCC(c4nnn5cnc6[nH]ccc6c45)CC3)c2O1,pIC50,7.06,JAK2
217,CC(=O)OCC(=O)N1CCCC12CCCN(c1ncnc3[nH]ccc13)C2,pIC50,6.64,JAK1
195,CC(=O)NCCCN1CCC(n2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.42,JAK2
6027,Cc1cc(Nc2nccc3nc(-c4c(Cl)cc(CO)cc4Cl)sc23)ncn1,pKi,9.0,JAK2
2543,CCOC(=O)Cn1cc(-c2ccc(-c3nc(-c4ccc(F)cc4)c(-c4cc[nH]c(=O)c4)[nH]3)cc2)nn1,pIC50,6.45,JAK2
6039,Cc1cc(CN2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccnc(F)c4)n3)CC2)no1,pIC50,6.8,JAK2
9259,NC(=O)c1cnc(NC(C2CC2)C2CC2)c2c1[nH]c1cc(-c3cnc(N)cn3)ccc12,pIC50,6.19,JAK3
1791,CC(C)CS(=O)(=O)N1CC(C)CC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pKi,11.46,JAK1
2255,CCCCNC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,pIC50,8.4,JAK1
2561,C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)cnc1OC,pIC50,9.17,JAK1
1187,CC(O)CN1CCN(c2cccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)c2)CC1,pIC50,7.27,JAK3
2109,CCC(O)C1CCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)CC1,pIC50,7.64,JAK1
1214,COCC(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1,pIC50,7.4,JAK2
6480,Cc1ncc(CN2CCC(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)C(C#N)C2)s1,pIC50,8.3,JAK1
5659,CS(=O)(=O)c1cccc(-c2cccn3nc(Nc4ccccc4)nc23)c1,pIC50,8.1,JAK2
7760,Fc1cc(Cl)ccc1CN1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.23,JAK3
5027,COc1ccc(CC(=O)N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)CC2)cc1,pIC50,8.15,JAK1
3406,CN(CC1CCC(N2CN(CC#N)C(=O)c3cnc4[nH]ccc4c32)CC1)CC(F)(F)F,pIC50,8.17,JAK2
5233,COc1ccccc1-c1cc2c(NC3C4CC5CC3CC(O)(C5)C4)c(C(N)=O)cnn2c1,pIC50,9.0,JAK3
2514,CCOC(=O)CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,6.24,TYK2
2878,CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4c([nH]3)CCN(C(=O)c3ccsn3)C4)n[nH]c2c1,pIC50,9.3,JAK1
10354,N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccnc(C(F)(F)F)c2)n1,pIC50,7.72,JAK1
8734,N#CC1CN(C(=O)OCCF)CCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,pIC50,8.4,JAK1
5360,CS(=O)(=O)N1CCCC(Nc2nc(N)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,7.28,JAK1
5510,CS(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CC(C#N)C3)cc2C(N)=O)cc1,pIC50,7.89,JAK1
7440,N#CCNC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,6.1,JAK3
2427,CCN1CCN(c2ccc(N=c3nc(Nc4ccc5n[nH]cc5c4)c(C#N)c[nH]3)cc2)CC1,pKi,6.7,JAK2
2602,C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1F,pIC50,10.15,JAK1
3130,CN(C)C(=O)COC1CCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)C1,pIC50,8.0,JAK1
1116,CC(C)c1cc(C=C(C#N)C(=O)NCCCc2ccccc2)cc(C(C)C)c1O,pIC50,6.27,JAK2
5621,CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4cccc(N5CCNCC5)c4)nc23)cc1,pIC50,7.28,JAK3
9439,O=C(O)c1ccccc1Nc1ccnc(Nc2ccc3[nH]ncc3c2)n1,pKi,7.5,TYK2
5932,Cc1cc(C#N)ccc1NCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.8,JAK1
8363,FC(F)(F)Oc1ccc(CNCC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,pIC50,8.31,TYK2
8453,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)F)cc3)n2)CCC(NCC(F)F)CC1,pIC50,8.52,JAK2
8427,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCC(N2CC(F)C2)CC1,pIC50,6.67,JAK2
10066,O=C1Nc2ccccc2-c2ccnc3[nH]cc(c23)C1c1ccc(O)cc1,pIC50,6.57,JAK2
6928,O=C1NCN(C2CCC(CNCC(F)(F)Br)CC2)c2c1cnc1[nH]ccc21,pIC50,8.68,JAK2
856,CC(C)(O)c1cn(Cc2cccc(Nc3nn(C(CC#N)C4CCCC4)cc3C(N)=O)c2)nn1,pIC50,6.0,JAK2
4418,CN1CCN(c2ccc(-c3cnc4cccc(-c5cc(F)c(CN6CCOCC6)c(F)c5)c4n3)cc2)CC1,pIC50,7.55,JAK1
3740,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(CC#N)C2)CC1,pIC50,8.42,JAK1
555,CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(C(C)(C)O)cc3)n2)CC1,pIC50,8.52,JAK2
622,CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1,pIC50,9.7,JAK1
