,SMILES,measurement_type,measurement_value,Kinase_name
4658,CNC(=O)c1cnc(N)c2cc(-c3ccc(OC(F)(F)F)cc3)sc12,pIC50,7.15,JAK1
4661,CNC(=O)c1cnc(N)c2cc(-c3ccccc3)sc12,pIC50,7.24,JAK2
4662,CNC(=O)c1cnc(N)c2cc(-c3ccccc3)sc12,pIC50,6.54,JAK1
4666,CNC(=O)c1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)csc12,pKi,6.3,TYK2
4674,CNC1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1,pIC50,7.8,JAK2
4676,CNC1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C(C#N)C1,pIC50,7.6,JAK2
4677,CNC1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C(C#N)C1,pIC50,9.1,JAK1
4687,CNC1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.8,JAK2
4689,CNCC(=O)NC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1,pKi,7.2,JAK3
4692,CNCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,6.68,TYK2
4695,CNS(=O)(=O)C1CCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)C1,pIC50,8.56,JAK1
4696,CNS(=O)(=O)C1CCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)C1,pIC50,8.56,JAK3
4701,CNS(=O)(=O)N(C)C1CCN(c2ncnc3[nH]ccc23)C1,pIC50,10.26,JAK2
4704,CNS(=O)(=O)c1ccc(-c2cccc3ncc(-c4cc(OC)c(OC)c(OC)c4)nc23)cc1,pIC50,6.89,JAK1
4707,CNS(=O)(=O)c1ccc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)nc1,pIC50,10.26,JAK1
4709,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)c(OC)c(OC)c2)ncc1Cl,pKi,8.2,TYK2
4716,CNc1nc2[nH]c(-c3cccc(CNC(=O)COC)n3)cc2c2c1ncn2C,pKi,7.14,TYK2
4719,CNc1nc2c(cc(C(=O)N(C3CC3)C3CC3)n2CC(O)CO)c2c1ncn2C,pIC50,6.64,JAK3
4723,CNc1nc2c(cc(C(=O)N(C3CC3)C3CC3)n2CCCO)c2c1ncn2C,pIC50,8.35,JAK2
4733,COC(=O)C1(O)Cn2c3ccccc3c3c4c(c5c6ccccc6n(c5c32)CC1O)C(=O)NC4=O,pIC50,9.0,JAK1
4741,COC(=O)C1CCN(CCN2CCN(C(=O)Cn3cc(NC(=O)c4cnn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC2)CC1,pKi,9.16,JAK1
4742,COC(=O)C1CCc2[nH]c(-c3c(NC4CCC(N)CC4)cc[nH]c3=O)nc2C1,pIC50,8.15,JAK2
4750,COC(=O)CN1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.1,JAK2
4752,COC(=O)CNC1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.12,JAK2
4757,COC(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pKi,9.95,JAK1
4759,COC(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pKi,9.95,JAK3
4763,COC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(S(C)(=O)=O)cc3)n2)CC1,pIC50,9.0,JAK1
4771,COC(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC1,pKi,9.8,JAK3
4772,COC(=O)N1CCCC12CCN(c1ncnc3[nH]ccc13)C2,pIC50,6.19,JAK1
4774,COC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.97,JAK2
4778,COC(=O)NC1CCC(n2nnc3cnc4[nH]ccc4c32)C1,pKi,7.48,JAK2
4780,COC(=O)NC1CCC(n2nnc3cnc4[nH]ccc4c32)CC1,pKi,7.57,JAK2
4783,COC(=O)Nc1nccc2nc(-c3c(Cl)cccc3Cl)sc12,pKi,8.85,TYK2
4792,COC(=O)c1ccc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)cn1,pIC50,8.52,JAK1
4794,COC(=O)c1cccc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)n1,pIC50,7.72,JAK1
4797,COC1CC(CN2CCC(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)C(C#N)C2)C1,pIC50,6.78,JAK2
4798,COC1CC(CN2CCC(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)C(C#N)C2)C1,pIC50,7.8,JAK1
4801,COC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.4,JAK2
4803,COC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,6.7,TYK2
4806,COC1CCN(c2ncc(-c3cnc4[nH]ccc4n3)c(NC3CCCN(S(C)(=O)=O)C3)n2)CC1,pKi,10.82,JAK1
4811,COC1CCN(c2nccc(Nc3cc(NC(=O)c4c(Cl)cccc4Cl)ccn3)n2)CC1,pKi,7.8,TYK2
4825,COC1CN(C(=O)C2(C#N)CC2)CC1Nc1c(C(N)=O)cnn2cc(-c3ccc(C#N)cc3)cc12,pIC50,8.18,JAK3
4830,COCC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1,pIC50,7.02,JAK2
4835,COCC1(NCC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)CC1,pIC50,7.62,JAK1
4841,COCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,6.33,JAK3
4842,COCCC(=O)N1CCCC12CCCN(c1ncnc3[nH]ccc13)C2,pIC50,6.92,JAK1
4859,COCCN1CN(C2CCC(CNCC(F)(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,7.22,TYK2
4863,COCCNC1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1,pIC50,7.46,JAK2
4875,COCCOC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,pIC50,6.47,JAK2
4883,COCCOC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)CC1,pIC50,8.22,JAK2
4903,COCc1ccccc1-c1cccc2nc(Nc3ccc4c(c3)CCN(CCS(C)(=O)=O)CC4)nn12,pIC50,6.88,JAK1
4905,[C-]#[N+]C1CCCCC1n1cc(C(N)=O)c(Nc2ccc(C=NOC)cc2)n1,pIC50,8.7,JAK2
4909,COc1ncc(C#N)cc1-c1n[nH]cc1NC(=O)c1cnn2cccnc12,pKi,8.18,TYK2
4911,COc1ncc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc(C4CCNCC4)cc3)nc12,pIC50,6.88,JAK2
4914,COc1ncc(F)cc1C1CCCN1c1ccn2ncc(C(O)=NC3CCC(O)CC3)c2n1,pIC50,7.12,JAK2
4916,COc1ncc(F)cc1C1CCCN1c1ccn2ncc(C(=O)NC3CCC(O)C3)c2n1,pIC50,6.28,JAK2
4919,COc1ncc(F)cc1C1CCCN1c1ccn2ncc(C(=O)NC3CCN(S(C)(=O)=O)CC3)c2n1,pIC50,6.35,JAK2
4924,COc1cc(F)c(-c2nc3c(NCC4CCNCC4)c(Cl)cnc3[nH]2)cc1OC,pIC50,7.66,JAK1
4925,COc1cc(F)cc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)c1,pIC50,7.4,JAK2
4927,COc1cc(Nc2nc3cccc(-c4ccc(C(=O)N5CCOCC5)c(F)c4)c3o2)cc(OC)c1OC,pIC50,7.2,JAK2
4929,COc1cc(Nc2nc3cccc(-c4ccc(C(=O)N5CCOCC5)c(F)c4)c3o2)cc(OC)c1OC,pIC50,7.2,TYK2
4946,COc1cc(Nc2nc3cccc(-c4cccc(NS(C)(=O)=O)c4)c3o2)cc(OC)c1OC,pIC50,6.17,JAK1
4947,COc1cc(Nc2nc3cccc(-c4cccc5[nH]cnc45)c3o2)cc(OC)c1OC,pIC50,6.34,JAK2
4948,COc1cc(Nc2nc3cccc(-c4ccccc4)c3o2)cc(OC)c1OC,pIC50,7.82,JAK2
4950,COc1cc(Nc2nc3cccc(-c4ccccn4)c3o2)cc(OC)c1OC,pIC50,6.96,JAK2
4951,COc1cc(Nc2nc3cccc(-c4ccccn4)c3o2)cc(OC)c1OC,pIC50,6.35,JAK1
4954,COc1cc(Nc2ncc([N+](=O)[O-])c(Nc3ccccc3C(N)=O)n2)cc(OC)c1OC,pKi,7.6,JAK2
4959,COc1cc(Nc2ncc(F)c(-c3cc4c(o3)CCN(S(C)(=O)=O)C4)n2)cc(OC)c1OC,pIC50,6.75,JAK3
4961,COc1cc(Nc2ncc3ccn(-c4ccccn4)c3n2)cc(OC)c1OC,pIC50,8.23,JAK2
4962,COc1cc(Nc2nccc(Nc3cc(C4CCCCC4)no3)n2)cc(OC)c1OC,pKi,6.4,JAK2
4965,COc1cc(-c2cnc3cccc(-c4ccc(CN5CCOCC5)c(F)c4)c3n2)cc(OC)c1OC,pIC50,7.7,JAK2
4976,COc1cc(-c2cnc3cccc(-c4ccc(CN5CCS(=O)(=O)CC5)cc4)c3n2)cc(OC)c1OC,pIC50,7.85,JAK2
4981,COc1cc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)ccc1C(=O)NCC#N,pIC50,8.05,JAK1
4990,COc1cc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)ccc1O,pIC50,7.21,JAK1
4991,COc1cc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)ccc1O,pIC50,7.21,JAK3
5008,COc1cncc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)c1,pIC50,9.22,JAK1
5016,COc1ccc(-c2cccn3nc(Nc4ccc(C5CCNCC5)cc4)nc23)c(F)c1,pIC50,7.24,JAK1
5019,COc1ccc(-c2ccc(NC(=O)Nc3cccc(Br)c3)cc2)c2c(N)noc12,pKi,6.6,JAK2
5020,COc1ccc(C(=O)N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)CC2)cc1,pIC50,6.86,JAK2
5028,COc1ccc(CN2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccnc(F)c4)n3)CC2)cc1,pIC50,7.8,JAK2
5032,COc1ccc(CNCC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,pIC50,8.32,TYK2
5038,COc1ccc(Nc2nc3c(N4CCN(S(C)(=O)=O)CC4)cccn3n2)cc1,pIC50,7.22,JAK2
5039,COc1ccc(Nc2nc3c(N4CCS(=O)(=O)CC4)cccn3n2)cc1,pIC50,6.25,JAK2
5040,COc1ccc(Nc2nc3c(NC4CCN(S(C)(=O)=O)CC4)cccn3n2)cc1,pIC50,6.43,JAK2
5051,COc1ccc(Nc2nc3c(-c4cnn(S(C)(=O)=O)c4)cccn3n2)cc1,pIC50,8.52,JAK2
5056,COc1ccc(Nc2nc3cccc(-c4ccc(CN5CCS(=O)(=O)CC5)cc4)n3n2)cc1,pIC50,7.6,JAK3
5057,COc1ccc(Nc2nc3cccc(-c4ccc(S(C)(=O)=O)cc4)n3n2)cc1,pIC50,8.72,JAK2
5058,COc1ccc(Nc2nc3cccc(-c4ccc(S(C)(=O)=O)cc4)n3n2)cc1,pIC50,7.19,JAK1
5060,C=CC(=O)Nc1cccc(-n2cnc3cnc(Nc4ccc(OC)cc4)nc32)c1,pIC50,7.17,JAK1
5064,COc1ccc(-c2cc(C(N)=O)c3[nH]c4ccc(C(=O)N5CCOCC5)cc4c3c2)cc1,pIC50,8.7,JAK2
5070,COc1ccc(-n2ccc3cnc(Nc4cc(OC)c(OC)c(OC)c4)nc32)cc1,pKi,6.4,JAK3
5075,COc1ccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCOCC5)ccc4c3c2)cc1F,pIC50,6.7,TYK2
5081,COc1ccc(C(=O)Nc2n[nH]c3ccc(-c4cn(Cc5ccccc5)nn4)cc23)cc1OC,pKi,6.0,JAK3
5082,COc1ccc(C(O)(CNC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)C(F)(F)F)cc1OC,pIC50,7.05,JAK2
5093,COc1ccc(-c2cc3nccn3c(Nc3ccccc3C(N)=O)n2)cc1OC,pKi,6.1,JAK2
5094,COc1ccc(Cl)cc1-c1nn(CC(=O)N2CC=CCC2)cc1NC(=O)c1cnn2cccnc12,pKi,8.6,JAK2
5103,COc1ccc(C#N)cc1-c1nn(CC2(O)CCCC2)cc1NC(=O)c1cnn2cccnc12,pKi,9.0,JAK1
5104,COc1ccc(C#N)cc1-c1nn(CC2(O)CCCC2)cc1NC(=O)c1cnn2cccnc12,pKi,7.34,TYK2
5106,COc1ccc(F)cc1-c1nn(CC2(O)CCOCC2)cc1NC(=O)c1cnn2cccnc12,pKi,8.21,JAK2
5107,COc1ccc(F)cc1-c1nn(CC2(O)CCOCC2)cc1NC(=O)c1cnn2cccnc12,pKi,8.64,JAK1
5109,COc1ccc(F)cc1-c1nn(CC2(O)CCOCC2)cc1NC(=O)c1cnn2cccnc12,pKi,6.15,JAK3
5111,COc1ccc(Cl)cc1-c1c(NC(=O)c2c(N)nn3cccnc23)cnn1CC(N)=O,pKi,9.3,JAK1
5119,COC(=O)Cc1ccc(OC)c(-c2c[nH]c3ncnc(-c4ccccc4)c23)c1,pIC50,8.51,JAK1
5123,COc1ccc(F)cc1-c1c[nH]c2ncnc(-c3ccccc3)c12,pIC50,8.85,JAK3
5136,COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc(OCCN4CCOCC4)cc3)nc12,pIC50,7.07,JAK2
5140,COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCNC4)nc12,pIC50,7.38,JAK2
5144,COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3cccc(C4CCNCC4)c3)nc12,pIC50,6.15,JAK1
5147,COc1ccc(C(O)(CNC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)C(F)(F)F)cn1,pIC50,8.72,JAK1
5152,COc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cn1,pIC50,6.28,JAK3
5154,COc1ccc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)cn1,pIC50,9.4,JAK1
5160,COc1ccc(-c2cccn3nc(Nc4ccc(N5CCOCC5)cc4)nc23)cn1,pIC50,6.29,JAK3
5164,COc1ccc2cc1COCC=CCOCc1cc(ccc1OCCN1CCCC1)Nc1nccc-2n1,pIC50,6.05,JAK3
5172,COc1ccc2cc1-c1ccnc(n1)Nc1ccc(OCCN3CCCC3)c(c1)COCC=CCOC2,pIC50,6.21,TYK2
5184,COc1cccc(COC(=O)N2CC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)C2)c1,pIC50,6.37,JAK2
5187,COc1cccc(N2CCN(S(=O)(=O)c3ccc(Nc4nn(C5CCCCC5C#N)cc4C(N)=O)cc3)CC2)c1,pIC50,8.05,JAK1
5188,COc1cccc(Nc2nc3c(-c4ccc(S(C)(=O)=O)cc4)cccn3n2)c1,pIC50,9.0,JAK2
5189,COc1cccc(Nc2nc3c(-c4ccc(S(C)(=O)=O)cc4)cccn3n2)c1,pIC50,7.22,JAK1
5196,COc1cccc(-c2cc3c(NC4C5CC6CC4CC(O)(C6)C5)c(C(N)=O)cnn3c2)c1,pIC50,8.05,JAK1
5205,COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCOCC5)ccc4c3c2)c1,pIC50,6.71,JAK3
5209,COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(NC(=O)C5CCOCC5)ccc4c3c2)c1,pIC50,7.23,JAK3
5214,COc1cccc(-c2cccn3nc(Nc4ccc5c(c4)CNC5)nc23)c1,pIC50,6.8,JAK1
5223,COc1ccccc1CN1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1,pIC50,8.7,JAK1
5230,COc1ccccc1-c1c[nH]c2ncnc(-c3ccccc3)c12,pIC50,8.47,JAK1
5231,COc1ccccc1-c1c[nH]c2ncnc(-c3ccccc3)c12,pIC50,8.47,JAK3
5239,COc1ccccc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CCS(C)(=O)=O)CC4)nc12,pIC50,7.75,JAK2
5240,COc1ccccc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CCS(C)(=O)=O)CC4)nc12,pIC50,6.72,JAK1
5241,COc1ccccc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CCS(C)(=O)=O)CC4)nc12,pIC50,6.72,JAK3
5246,COc1cccnc1N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1,pIC50,7.48,JAK1
5247,COc1cnc(-c2cccn3nc(Nc4ccc(C5CCNCC5)cc4)nc23)cn1,pIC50,7.13,JAK2
5252,COc1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,pIC50,10.57,JAK3
5253,COc1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,pKi,10.87,JAK3
5259,CP(C)(=O)c1ccc(-c2cccn3nc(Nc4cccc(C5CCN(CCS(C)(=O)=O)CC5)c4)nc23)cc1,pIC50,6.78,JAK2
5260,CS(=O)(=O)C1C2CCC(CC2)C1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,pKi,6.13,JAK2
5269,CS(=O)(=O)CCCN1CC2CN(C(=O)Cn3cc(NC(=O)c4cnn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC2C1,pKi,9.26,JAK2
5278,CS(=O)(=O)CCN1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.84,JAK2
5290,CS(=O)(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,pIC50,6.44,JAK2
5295,CS(=O)(=O)N1CC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC(C(F)(F)F)C1,pKi,9.71,JAK3
5296,CS(=O)(=O)N1CCC(O)C(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.7,JAK2
5307,CS(=O)(=O)N1CCC(CN2CC3CN(C(=O)Cn4cc(NC(=O)c5cnn6cccnc56)c(-c5cc(Cl)ccc5OC(F)F)n4)CC3C2)CC1,pKi,9.33,JAK1
5319,CS(=O)(=O)N1CCCC(NC(=O)Nc2cnc3[nH]ccc3n2)C1,pIC50,7.7,JAK3
5328,CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]cc(C4CC4)c3n2)C1,pKi,10.97,JAK1
5330,CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]cc(C4CC4)c3n2)C1,pKi,10.97,JAK3
5340,CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ncc3n2)C1,pIC50,9.07,JAK2
5344,CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3cc[nH]c3n2)C1,pIC50,8.91,JAK2
5345,CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3cc[nH]c3n2)C1,pIC50,8.52,JAK1
5351,CS(=O)(=O)N1CCCC(Nc2nc(C#N)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,9.21,JAK2
5353,CS(=O)(=O)N1CCCC(Nc2nc(C#N)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,9.79,JAK3
5357,CS(=O)(=O)N1CCCC(Nc2nc(Cl)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.28,JAK3
5368,CS(=O)(=O)N1CCCC(Nc2nc(N3CCC(O)C3)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,9.77,JAK2
5373,CS(=O)(=O)N1CCCC(Nc2nc(N3CCC(CC(N)=O)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.66,JAK2
5378,CS(=O)(=O)N1CCCC(Nc2nc(N3CCC(CC(=O)O)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,10.93,JAK1
5380,CS(=O)(=O)N1CCCC(Nc2nc(N3CCC(CC(=O)O)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,10.93,JAK3
5382,CS(=O)(=O)N1CCCC(Nc2nc(N3CCN(c4ccccn4)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,10.49,JAK1
5397,CS(=O)(=O)N1CCCC(Nc2nc(NC3CCC(C#N)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,11.17,JAK3
5398,CS(=O)(=O)N1CCCC(Nc2nc(NCCN)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,9.78,JAK2
5402,CS(=O)(=O)N1CCCC(Nc2nc(NCCO)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.18,JAK2
5403,CS(=O)(=O)N1CCCC(Nc2nc(NCCO)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,11.4,JAK1
5406,CS(=O)(=O)N1CCCC(Nc2nc(Nc3ccncc3)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,9.2,JAK2
5409,CS(=O)(=O)N1CCCC(Nc2nc(Nc3ccncc3)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,10.12,JAK3
5414,CS(=O)(=O)N1CCCC(Nc2ncncc2-c2cnc3[nH]ccc3n2)C1,pIC50,9.74,JAK2
5419,CS(=O)(=O)N1CCCC(Nc2nccnc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.44,JAK2
5446,CS(=O)(=O)N1CCc2oc(-c3ccnc(Nc4ccc(N5CCOCC5)cc4)n3)cc2C1,pIC50,7.37,JAK1
5463,CS(=O)(=O)NCC1CCC(N2CN(CC(F)(F)F)C(=O)c3cnc4[nH]ccc4c32)CC1,pIC50,9.06,JAK1
5465,CS(=O)(=O)NCC1CCC(N2CN(CC(F)(F)F)C(=O)c3cnc4[nH]ccc4c32)CC1,pIC50,7.43,JAK3
5467,CS(=O)(=O)NCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,9.8,JAK1
5470,CS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,pKi,7.1,JAK2
5478,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(CN4CCS(=O)(=O)CC4)cc3)n2)cc1,pIC50,6.23,JAK3
5482,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,pIC50,8.4,JAK2
5491,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3cccc(CN4CCOCC4)c3)n2)cc1,pIC50,8.1,JAK2
5495,CS(=O)(=O)OCC(=O)Nc1cccc(-c2cnc3ccccc3n2)c1,pIC50,9.22,JAK1
5501,CS(=O)(=O)c1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,pIC50,6.19,TYK2
5502,CS(=O)(=O)c1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,pIC50,6.28,JAK3
5503,CS(=O)(=O)c1ccc(CNCC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,pIC50,8.06,JAK2
5506,CS(=O)(=O)c1ccc(CNCC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,pIC50,6.15,JAK3
5509,CS(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CC(C#N)C3)cc2C(N)=O)cc1,pIC50,6.9,JAK2
5511,CS(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCC4(CC3)OCCO4)cc2C(N)=O)cc1,pIC50,6.69,JAK2
5513,CS(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCCCC3)cc2C(N)=O)cc1,pIC50,6.71,JAK2
5516,CS(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCN(C(=O)CC#N)CC3)cc2C(N)=O)cc1,pIC50,9.22,JAK1
5517,CS(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCOCC3)cc2C(N)=O)cc1,pIC50,6.74,JAK2
5519,CS(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CN(C(=O)Nc4cc(F)ccc4F)C3)cc2C(N)=O)cc1,pIC50,6.63,JAK2
5521,CS(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CN(C(=O)OC4CCCC4)C3)cc2C(N)=O)cc1,pIC50,6.88,JAK2
5522,CS(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CN(C(=O)OC4CCCC4)C3)cc2C(N)=O)cc1,pIC50,8.22,JAK1
5524,CS(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CN(C(=O)OC4CCOC4)C3)cc2C(N)=O)cc1,pIC50,7.66,JAK1
5529,CS(=O)(=O)c1ccc(Nc2nn(C3CCC(O)CC3C#N)cc2C(N)=O)cc1,pIC50,8.52,JAK2
5531,CS(=O)(=O)c1ccc(Nc2nn(C3CCCC3C#N)cc2C(N)=O)cc1,pIC50,7.96,JAK2
5534,CS(=O)(=O)c1ccc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)cc1,pIC50,9.6,JAK1
5537,CS(=O)(=O)c1ccc(Nc2nn(C3CCOCC3)cc2C(N)=O)cc1,pIC50,7.22,TYK2
5538,CS(=O)(=O)c1ccc(-c2ccc3cnc(Nc4ccc(C5CCN(CC(N)=O)CC5)cc4)nn23)cc1,pIC50,9.66,JAK2
5541,CS(=O)(=O)c1ccc(-c2cccc3nc(Nc4ccc(CN5CCOCC5)cc4)nn23)cc1,pIC50,7.43,JAK3
5550,CS(=O)(=O)c1ccc(-c2cccc3nc(Nc4ccc(OCCN5CCCC5)cc4)nn23)cc1,pIC50,7.15,JAK3
5552,CS(=O)(=O)c1ccc(Nc2nc3cccc(-c4ccc(S(C)(=O)=O)cc4)n3n2)cc1,pIC50,7.16,JAK1
5553,CS(=O)(=O)c1ccc(Nc2nc3cccc(-c4ccc(S(C)(=O)=O)cc4)n3n2)cc1,pIC50,7.16,JAK3
5554,CS(=O)(=O)c1ccc(-c2cccc3nc(Nc4cccc(CN5CCOCC5)c4)nn23)cc1,pIC50,9.02,JAK2
5560,CS(=O)(=O)c1ccc(-c2cccc3nc(Nc4cccc(S(C)(=O)=O)c4)nn23)cc1,pIC50,8.03,JAK2
5563,CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4ccc(CN5CCOCC5)cc4)nc23)cc1,pIC50,8.66,JAK2
5571,CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4ccc(N5CCCCC5)cc4)nc23)cc1,pIC50,9.22,JAK2
5575,CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4ccc(N5CCOCC5)cc4)nc23)cc1,pIC50,7.77,JAK1
5576,CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4ccc(N5CCOCC5)cc4)nc23)cc1,pIC50,7.77,JAK3
5578,CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4ccc(OCCN5CCCC5)cc4)nc23)cc1,pIC50,7.39,JAK1
